"","Row.Id","LabID","Age","Error","Material","Taxa","d13C","Method","Long","Lat","LocAccuracy","Period","SiteID","SiteName","Country","Province","Continent","Source","Reference"
"1",791,"AA 1841",4320,80,"plant macrofossils","","","",13.91,55.48,2,"","","Piledal","Sweden","","Europe","EUROEVOL",""
"2",792,"AA 1842",4190,60,"plant macrofossils","","","",13.8992,55.4738,2,"","","Karlsfält","Sweden","","Europe","EUROEVOL",""
"3",1635,"AA-1841",4320,80,"grain","","","",13.89239,55.46033,2,"","","Piledal","Sweden","","Europe","RADON",""
"4",1636,"AA-1842",4190,160,"grain","","0","",13.8992,55.4738,1,"","","Karlsfält","Sweden","","Europe","CALPAL; RADON",""
"5",1639,"AA-1845",3453,48,"grain","","","",13.89239,55.46033,2,"","","Piledal","Sweden","","Europe","RADON",""
"6",1642,"AA-1846",3524,50,"grain","","","",13.89239,55.46033,2,"","","Piledal","Sweden","","Europe","RADON",""
"7",6052,"AA1841",4320,80,"grain","","0","",13.8924,55.4603,1,"","","Piledal","Sweden","","Europe","CALPAL","Kiel DB 2013"
"8",6053,"AA1842",4190,60,"grain","","0","",13.8992,55.4738,1,"","","Karlsfält","Sweden","","Europe","CALPAL","Kiel DB 2013"
"9",6054,"AA1845",3453,48,"grain","","0","",13.8924,55.4603,1,"","","Piledal","Sweden","","Europe","CALPAL","Kiel DB 2013"
"10",6055,"AA1846",3524,50,"grain","","0","",13.8924,55.4603,1,"","","Piledal","Sweden","","Europe","CALPAL","Kiel DB 2013"
"11",6404,"AAR 10233",4428,45,"bone","","","",13.5781,58.1698,2,"","","Falköping stad 3","Sweden","","Europe","EUROEVOL",""
"12",6405,"AAR 10239",4206,45,"bone","","","",13.6328,58.1901,2,"","","Karleby 105","Sweden","","Europe","EUROEVOL",""
"13",6406,"AAR 11205",3659,37,"bone","","","",11.7297,57.7394,2,"","","Sillvik","Sweden","","Europe","EUROEVOL",""
"14",6425,"AAR-10237",4435,44,"collagen bone","","-21.08","",13.60635,58.22955,2,"","","Valtorp 2","Sweden","","Europe","RADON",""
"15",6640,"AAR-16884",8582,33,"Birch bark tar","","","",10.046246,59.078517,2,"","","Hovland 1","Norway","","Europe","Solheim_Norway",""
"16",7080,"AAr-10238",4503,44,"human bone","","","",13.6063,58.2295,2,"","","Rössberga (Valtorp 2)","Sweden","","Europe","EUROEVOL",""
"17",7893,"ANL-1306",3675,70,"","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"18",7894,"ANL-1358",3560,70,"","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"19",7895,"ANL-1373",4520,70,"","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"20",7896,"ANL-1395",3810,65,"charcoal","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"21",7897,"ANL-1396",3580,85,"","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"22",7898,"ANL-1409",4005,70,"charcoal","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"23",7899,"ANL-1412",3860,75,"","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"24",7900,"ANL-1415",3805,110,"","","","",16.06605,56.44827,2,"","","Söderåkra","Sweden","","Europe","RADON-B","Alexandersson 2010 138 Fig. 5"
"25",10362,"BETA-326856",1760,30,"Charcoal","","","",9.9141,61.5668,2,"","","Brandrud 1","Norway","","Europe","Solheim_Norway",""
"26",10363,"BETA-326857",3340,30,"Charcoal","","","",9.9141,61.5668,2,"","","Brandrud 1","Norway","","Europe","Solheim_Norway",""
"27",10364,"BETA-326858",1580,30,"Charcoal","","","",9.9141,61.5668,2,"","","Brandrud 1","Norway","","Europe","Solheim_Norway",""
"28",10365,"BETA-326859",1870,30,"Charcoal","","","",9.9141,61.5668,2,"","","Brandrud 1","Norway","","Europe","Solheim_Norway",""
"29",10366,"BETA-326860",1760,30,"Charcoal","","","",9.9141,61.5668,2,"","","Brandrud 1","Norway","","Europe","Solheim_Norway","Matthews et al. 2013"
"30",13048,"BM410",4850,115,"","","","",13.11,55.58,2,"","","Kvarnby","Sweden","","Europe","EUROEVOL",""
"31",13123,"Beta - 377749",1770,30,"Charcoal","","","",10.4,59.28,2,"","","Rom vestre","Norway","","Europe","Solheim_Norway",""
"32",13124,"Beta - 377750",1850,30,"Charcoal","","","",10.4,59.28,2,"","","Rom vestre","Norway","","Europe","Solheim_Norway",""
"33",13125,"Beta -242246",730,50,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"34",13126,"Beta -242247",710,40,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"35",13127,"Beta -242248",930,40,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"36",13128,"Beta -242249",960,40,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"37",13129,"Beta -242250",730,40,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"38",13130,"Beta -257004",1070,40,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"39",13131,"Beta -257005",820,40,"Charcoal","","","",10.4,59.28,2,"","","Røren med Linnom","Norway","","Europe","Solheim_Norway",""
"40",13359,"Beta 34671",3895,75,"charcoal","","","",15.5894,58.4295,2,"","","Glasrutan 2","Sweden","","Europe","EUROEVOL",""
"41",13361,"Beta 36585",4480,110,"charcoal","","","",16.4919,56.2671,2,"","","Össby","Sweden","","Europe","EUROEVOL",""
"42",13363,"Beta 36820",4120,110,"charcoal","","","",17.7065,59.2885,2,"","","Nyckelby","Sweden","","Europe","EUROEVOL",""
"43",13364,"Beta 37188",4250,60,"charcoal","","","",15.6346,58.4209,2,"","","kv Paragrafen","Sweden","","Europe","EUROEVOL",""
"44",13365,"Beta 37682",5050,110,"charcoal","","","",17.75,59.1667,2,"","","Tyttinge","Sweden","","Europe","EUROEVOL",""
"45",13368,"Beta 426057",3320,30,"Charcoal","","","",11.39,59.13,2,"","","øberg","Norway","","Europe","Solheim_Norway",""
"46",13369,"Beta 426058",3020,30,"Charcoal","","","",11.39,59.13,2,"","","øberg","Norway","","Europe","Solheim_Norway",""
"47",13370,"Beta 426059",2810,30,"Charcoal","","","",11.39,59.13,2,"","","øberg","Norway","","Europe","Solheim_Norway",""
"48",13375,"Beta 46408",9260,90,"charcoal","","","",12.91,56.66,2,"","","Snöstorp","Sweden","","Europe","EUROEVOL",""
"49",13389,"Beta 61799",3990,130,"charcoal","","","",15.5991,58.4311,2,"","","Tornby/Glaskulan","Sweden","","Europe","EUROEVOL",""
"50",13397,"Beta 63329",3990,90,"charcoal","","","",18.0867,59.4651,2,"","","Gribbylund","Sweden","","Europe","EUROEVOL",""
"51",13400,"Beta 70635",4700,60,"food residue","","","",13.0435,56.5133,2,"","","Laholms lfs 141","Sweden","","Europe","EUROEVOL",""
"52",13402,"Beta 71664",4490,80,"charcoal","","","",12.6833,56.75,2,"","","Kärragård","Sweden","","Europe","EUROEVOL",""
"53",14302,"Beta-104892",1830,40,"Charcoal","","","",10.74,59.38,2,"","","Rør søndre","Norway","","Europe","Solheim_Norway",""
"54",30786,"Beta-199506",2940,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"55",30787,"Beta-199507",1670,70,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"56",30788,"Beta-199508",1960,50,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"57",30789,"Beta-199509",2990,80,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"58",30790,"Beta-199510",2070,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"59",30791,"Beta-199511",2080,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"60",30792,"Beta-199512",570,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"61",30793,"Beta-199513",1890,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"62",30794,"Beta-199514",190,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"63",30795,"Beta-199515",1920,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"64",30796,"Beta-199516",670,50,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"65",30797,"Beta-199517",1990,80,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"66",30798,"Beta-199518",960,80,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"67",30799,"Beta-199519",1080,70,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"68",30800,"Beta-199520",1780,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"69",30801,"Beta-199521",1200,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"70",30802,"Beta-199522",820,50,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"71",30803,"Beta-199523",740,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"72",30804,"Beta-199524",1990,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"73",30805,"Beta-199525",1990,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"74",30806,"Beta-199526",1730,80,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"75",30807,"Beta-199527",1870,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"76",30808,"Beta-199528",2340,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"77",30809,"Beta-199529",2060,50,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"78",30810,"Beta-199530",2000,70,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"79",30811,"Beta-199531",1910,70,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"80",30812,"Beta-199532",1780,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"81",30813,"Beta-199533",1650,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"82",30814,"Beta-199534",1930,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"83",30815,"Beta-199535",6010,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"84",30816,"Beta-199536",1890,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"85",30817,"Beta-199537",860,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"86",30818,"Beta-199538",3350,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"87",30819,"Beta-199539",660,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"88",30820,"Beta-199540",780,50,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"89",30821,"Beta-199541",1550,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"90",30822,"Beta-199542",130,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"91",30823,"Beta-199543",140,50,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"92",30824,"Beta-199544",1640,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"93",30825,"Beta-199545",2770,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"94",30826,"Beta-199546",1560,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"95",30827,"Beta-199547",2390,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"96",30828,"Beta-199548",1950,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"97",30829,"Beta-199549",2960,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"98",30830,"Beta-199550",1880,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"99",30831,"Beta-199551",3310,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"100",30832,"Beta-199552",390,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"101",30833,"Beta-199553",2850,60,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"102",30834,"Beta-199554",2410,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"103",30835,"Beta-199555",2120,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"104",30836,"Beta-199556",270,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"105",30837,"Beta-199557",950,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"106",30838,"Beta-199558",190,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"107",30839,"Beta-199559",2900,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"108",30840,"Beta-199560",240,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"109",30841,"Beta-199561",3190,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"110",30842,"Beta-199562",320,40,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"111",30843,"Beta-199563",3260,70,"Charcoal","","","",10.366977,59.312959,2,"","","Gulli 3","Norway","","Europe","Solheim_Norway",""
"112",30844,"Beta-199564",1490,60,"Charcoal","","","",10.366977,59.312959,2,"","","Gulli 3","Norway","","Europe","Solheim_Norway",""
"113",30845,"Beta-199565",1600,60,"Charcoal","","","",10.366977,59.312959,2,"","","Gulli 3","Norway","","Europe","Solheim_Norway",""
"114",31225,"Beta-201399",5020,50,"","","","",10.4,59.28,2,"","","Nauen","Norway","","Europe","Solheim_Norway",""
"115",31226,"Beta-201400",3730,50,"","","","",10.4,59.28,2,"","","Nauen","Norway","","Europe","Solheim_Norway",""
"116",31227,"Beta-201401",2350,40,"","","","",10.4,59.28,2,"","","Nauen","Norway","","Europe","Solheim_Norway",""
"117",31717,"Beta-204703",3240,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"118",31718,"Beta-204704",1860,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"119",31719,"Beta-204705",1210,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"120",31720,"Beta-204706",1250,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"121",31721,"Beta-204707",1300,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"122",31722,"Beta-204708",2540,50,"Charcoal","","","",10.371118,59.315617,2,"","","Fyldpå 2","Norway","","Europe","Solheim_Norway",""
"123",31723,"Beta-204709",3090,40,"Charcoal","","","",10.4,59.28,2,"","","Nauen","Norway","","Europe","Solheim_Norway",""
"124",31724,"Beta-204710",2070,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"125",31725,"Beta-204711",2060,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"126",31726,"Beta-204712",2090,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"127",31727,"Beta-204713",2020,40,"macrofossil","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"128",31728,"Beta-204714",970,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"129",31729,"Beta-204715",2090,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"130",31730,"Beta-204716",2790,40,"Charcoal","","","",10.371515,59.315511,2,"","","Gulli 5","Norway","","Europe","Solheim_Norway",""
"131",32001,"Beta-206202",1380,50,"Wood","","","",10.103677,59.033717,2,"","","Kaupang","Norway","","Europe","Solheim_Norway",""
"132",34336,"Beta-218455",850,40,"Charcoal","","","",10.4,59.28,2,"","","Presterød","Norway","","Europe","Solheim_Norway",""
"133",34337,"Beta-218456",960,40,"Charcoal","","","",10.4,59.28,2,"","","Presterød","Norway","","Europe","Solheim_Norway",""
"134",35182,"Beta-223438",2120,40,"grain","","","",5.685927,58.98697,2,"","","Tastarustå","Norway","","Europe","RADON-B","Prøsch-Danielsen/Soltvedt 2011 134"
"135",35331,"Beta-224613",1260,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"136",35332,"Beta-224614",130,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"137",35333,"Beta-224615",1950,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"138",35334,"Beta-224616",1800,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"139",35335,"Beta-224617",1950,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"140",35336,"Beta-224618",1830,60,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"141",35337,"Beta-224619",1900,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"142",35338,"Beta-224620",1800,40,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"143",35339,"Beta-224621",1780,60,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"144",35340,"Beta-224622",260,60,"","","","",10.23,59.1,2,"","","Lystad","Norway","","Europe","Solheim_Norway",""
"145",35341,"Beta-224630",6560,50,"Charcoal","","","",10.94,59.21,2,"","","Slottet/Skauen","Norway","","Europe","Solheim_Norway",""
"146",35495,"Beta-225570",940,40,"Charcoal","","","",11.01540275,59.31021464,2,"","","Eidet grustak","Norway","","Europe","Solheim_Norway",""
"147",35496,"Beta-225571",6190,50,"Charcoal","","","",11.01540275,59.31021464,2,"","","Eidet grustak","Norway","","Europe","Solheim_Norway",""
"148",35616,"Beta-226498",2140,40,"charcoal","","","",5.685927,58.98697,2,"","","Tastarustå","Norway","","Europe","RADON-B","Prøsch-Danielsen/Soltvedt 2011 134"
"149",35734,"Beta-227502",1830,40,"Charcoal","","","",10.84,59.34,2,"","","Roe Lille","Norway","","Europe","Solheim_Norway",""
"150",35735,"Beta-227503",1600,40,"Charcoal","","","",10.84,59.34,2,"","","Roe Lille","Norway","","Europe","Solheim_Norway",""
"151",35736,"Beta-227504",2990,40,"Charcoal","","","",10.84,59.34,2,"","","Roe Lille","Norway","","Europe","Solheim_Norway",""
"152",35737,"Beta-227505",2540,40,"Charcoal","","","",10.84,59.34,2,"","","Roe Lille","Norway","","Europe","Solheim_Norway",""
"153",35738,"Beta-227506",2920,40,"Charcoal","","","",10.84,59.34,2,"","","Roe Lille","Norway","","Europe","Solheim_Norway",""
"154",35798,"Beta-227883",2010,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"155",35799,"Beta-227884",2110,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"156",35800,"Beta-227885",2100,40,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"157",35801,"Beta-227886",2090,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"158",35802,"Beta-227887",2110,40,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"159",35803,"Beta-227888",2180,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"160",35804,"Beta-227889",2250,60,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"161",35805,"Beta-227890",2110,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"162",35806,"Beta-227891",2070,40,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"163",35807,"Beta-227892",2000,40,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"164",35808,"Beta-227893",2000,50,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"165",35809,"Beta-227894",2070,50,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"166",35810,"Beta-227895",2090,40,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"167",35811,"Beta-227896",2660,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"168",35812,"Beta-227897",2130,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"169",35813,"Beta-227898",2040,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"170",35814,"Beta-227899",1990,50,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"171",35815,"Beta-227900",2160,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"172",35816,"Beta-227901",2140,40,"charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"173",35817,"Beta-227902",2280,70,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"174",35818,"Beta-227903",2140,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"175",35819,"Beta-227904",1740,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"176",35820,"Beta-227905",2160,40,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"177",35821,"Beta-227906",1970,50,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"178",35822,"Beta-227907",2140,80,"Charcoal","","","",10.99477,59.250124,2,"","","Hauge vestre","Norway","","Europe","Solheim_Norway",""
"179",36809,"Beta-234329",750,40,"Charcoal","","","",10.23,59.1,2,"","","Nordby Lok. 1","Norway","","Europe","Solheim_Norway",""
"180",36810,"Beta-234330",1580,40,"Charcoal","","","",10.23,59.1,2,"","","Seierstad Lok. 6","Norway","","Europe","Solheim_Norway",""
"181",36811,"Beta-234331",1550,40,"Cereal","","","",10.23,59.1,2,"","","Ringdal Lok. 13","Norway","","Europe","Solheim_Norway",""
"182",36812,"Beta-234332",5550,40,"Organic fragment","","","",10.23,59.1,2,"","","Ringdal Lok. 13","Norway","","Europe","Solheim_Norway",""
"183",36813,"Beta-234333",2280,40,"Reed","","","",10.23,59.1,2,"","","Ringdal Lok. 13","Norway","","Europe","Solheim_Norway",""
"184",36814,"Beta-234334",1680,40,"Cereal","","","",10.23,59.1,2,"","","Rødbøl Lok. 19","Norway","","Europe","Solheim_Norway",""
"185",36815,"Beta-234335",1680,40,"Charcoal","","","",10.23,59.1,2,"","","Rødbøl Lok. 19","Norway","","Europe","Solheim_Norway",""
"186",36816,"Beta-234336",1750,40,"Charcoal","","","",10.23,59.1,2,"","","Rødbøl Lok. 19","Norway","","Europe","Solheim_Norway",""
"187",36817,"Beta-234337",1650,40,"Cereal","","","",10.23,59.1,2,"","","Rødbøl Lok. 19","Norway","","Europe","Solheim_Norway",""
"188",36818,"Beta-234338",1610,40,"Cereal","","","",10.23,59.1,2,"","","Rødbøl Lok. 19","Norway","","Europe","Solheim_Norway",""
"189",36819,"Beta-234339",1580,40,"Cereal","","","",10.23,59.1,2,"","","Rødbøl Lok. 27","Norway","","Europe","Solheim_Norway",""
"190",36820,"Beta-234340",1590,40,"Cereal","","","",10.23,59.1,2,"","","Rødbøl Lok. 27","Norway","","Europe","Solheim_Norway",""
"191",36821,"Beta-234341",1740,40,"Cereal","","","",10.23,59.1,2,"","","Rødbøl Lok. 27","Norway","","Europe","Solheim_Norway",""
"192",36822,"Beta-234342",2160,40,"Cereal","","","",10.23,59.1,2,"","","Seierstad lok. 22","Norway","","Europe","Solheim_Norway",""
"193",36823,"Beta-234343",1950,40,"Charcoal","","","",10.155952,59.135589,2,"","","Elgesem Lok. 46","Norway","","Europe","Solheim_Norway",""
"194",36824,"Beta-234344",1560,40,"Charcoal","","","",10.155952,59.135589,2,"","","Elgesem Lok. 46","Norway","","Europe","Solheim_Norway",""
"195",36850,"Beta-234403",6910,40,"","","","",10.02,59.05,2,"","","Pauler 2","Norway","","Europe","Solheim_Norway",""
"196",36851,"Beta-234404",6990,40,"","","","",10.02,59.05,2,"","","Pauler 2","Norway","","Europe","Solheim_Norway",""
